time_period,time_identifier,geographic_level,country_code,country_name,region_name,region_code,old_la_code,new_la_code,la_name,sex_of_school_description,phase_type_grouping,type_of_establishment,denomination,admissions_policy,urban_rural,academy_flag,number_of_schools,headcount_of_pupils
202223,Academic year,Local authority,E92000001,England,South West,E12000009,839,E06000058,"Bournemouth, Christchurch and Poole",Total,State-funded AP school,Total,Total,Total,Total,Total,2,100
202223,Academic year,Local authority,E92000001,England,South West,E12000009,839,E06000058,"Bournemouth, Christchurch and Poole",Total,State-funded primary,Total,Total,Total,Total,Total,66,26806
202223,Academic year,Local authority,E92000001,England,South West,E12000009,839,E06000058,"Bournemouth, Christchurch and Poole",Total,State-funded secondary,Total,Total,Total,Total,Total,25,24822
202223,Academic year,Local authority,E92000001,England,South West,E12000009,839,E06000058,"Bournemouth, Christchurch and Poole",Total,State-funded special school,Total,Total,Total,Total,Total,5,949
202223,Academic year,Local authority,E92000001,England,South West,E12000009,839,E06000058,"Bournemouth, Christchurch and Poole",Total,Total,Total,Total,Total,Total,Total,113,55629
202223,Academic year,Local authority,E92000001,England,South West,E12000009,838,E06000059,Dorset,Total,Independent school,Total,Total,Total,Total,Total,22,5174
202223,Academic year,Local authority,E92000001,England,South West,E12000009,838,E06000059,Dorset,Total,State-funded AP school,Total,Total,Total,Total,Total,4,121
202223,Academic year,Local authority,E92000001,England,South West,E12000009,838,E06000059,Dorset,Total,State-funded primary,Total,Total,Total,Total,Total,120,21797
202223,Academic year,Local authority,E92000001,England,South West,E12000009,838,E06000059,Dorset,Total,State-funded secondary,Total,Total,Total,Total,Total,29,25654
202223,Academic year,Local authority,E92000001,England,South West,E12000009,838,E06000059,Dorset,Total,State-funded special school,Total,Total,Total,Total,Total,6,848
202223,Academic year,Local authority,E92000001,England,South West,E12000009,838,E06000059,Dorset,Total,Total,Total,Total,Total,Total,Total,181,53594
202223,Academic year,Local authority,E92000001,England,South West,E12000009,878,E10000008,Devon,Total,Independent school,Total,Total,Total,Total,Total,40,7183
202223,Academic year,Local authority,E92000001,England,South West,E12000009,878,E10000008,Devon,Total,Non-maintained special school,Total,Total,Total,Total,Total,1,46
202223,Academic year,Local authority,E92000001,England,South West,E12000009,878,E10000008,Devon,Total,State-funded AP school,Total,Total,Total,Total,Total,5,137
202223,Academic year,Local authority,E92000001,England,South West,E12000009,878,E10000008,Devon,Total,State-funded nursery,Total,Total,Total,Total,Total,2,209
202223,Academic year,Local authority,E92000001,England,South West,E12000009,878,E10000008,Devon,Total,State-funded primary,Total,Total,Total,Total,Total,310,58281
202223,Academic year,Local authority,E92000001,England,South West,E12000009,878,E10000008,Devon,Total,State-funded secondary,Total,Total,Total,Total,Total,43,41070
202223,Academic year,Local authority,E92000001,England,South West,E12000009,878,E10000008,Devon,Total,State-funded special school,Total,Total,Total,Total,Total,12,1620
202223,Academic year,Local authority,E92000001,England,South West,E12000009,878,E10000008,Devon,Total,Total,Total,Total,Total,Total,Total,413,108546
202223,Academic year,Local authority,E92000001,England,South West,E12000009,916,E10000013,Gloucestershire,Total,Independent school,Total,Total,Total,Total,Total,31,8499
202223,Academic year,Local authority,E92000001,England,South West,E12000009,916,E10000013,Gloucestershire,Total,Non-maintained special school,Total,Total,Total,Total,Total,1,69
202223,Academic year,Local authority,E92000001,England,South West,E12000009,916,E10000013,Gloucestershire,Total,State-funded AP school,Total,Total,Total,Total,Total,4,125
202223,Academic year,Local authority,E92000001,England,South West,E12000009,916,E10000013,Gloucestershire,Total,State-funded primary,Total,Total,Total,Total,Total,244,48120
202223,Academic year,Local authority,E92000001,England,South West,E12000009,916,E10000013,Gloucestershire,Total,State-funded secondary,Total,Total,Total,Total,Total,41,42369
202223,Academic year,Local authority,E92000001,England,South West,E12000009,916,E10000013,Gloucestershire,Total,State-funded special school,Total,Total,Total,Total,Total,11,1434
202223,Academic year,Local authority,E92000001,England,South West,E12000009,916,E10000013,Gloucestershire,Total,Total,Total,Total,Total,Total,Total,332,100616
202223,Academic year,Local authority,E92000001,England,South West,E12000009,933,E10000027,Somerset,Total,Independent school,Total,Total,Total,Total,Total,34,8441
202223,Academic year,Local authority,E92000001,England,South West,E12000009,933,E10000027,Somerset,Total,State-funded AP school,Total,Total,Total,Total,Total,4,132
202223,Academic year,Local authority,E92000001,England,South West,E12000009,933,E10000027,Somerset,Total,State-funded primary,Total,Total,Total,Total,Total,217,40276
202223,Academic year,Local authority,E92000001,England,South West,E12000009,933,E10000027,Somerset,Total,State-funded secondary,Total,Total,Total,Total,Total,36,31178
202223,Academic year,Local authority,E92000001,England,South West,E12000009,933,E10000027,Somerset,Total,State-funded special school,Total,Total,Total,Total,Total,8,1017
202223,Academic year,Local authority,E92000001,England,South West,E12000009,933,E10000027,Somerset,Total,Total,Total,Total,Total,Total,Total,299,81044
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,884,E06000019,"Herefordshire, County of",Total,Independent school,Total,Total,Total,Total,Total,10,1454
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,884,E06000019,"Herefordshire, County of",Total,State-funded AP school,Total,Total,Total,Total,Total,1,51
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,884,E06000019,"Herefordshire, County of",Total,State-funded primary,Total,Total,Total,Total,Total,78,13621
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,884,E06000019,"Herefordshire, County of",Total,State-funded secondary,Total,Total,Total,Total,Total,15,9762
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,884,E06000019,"Herefordshire, County of",Total,State-funded special school,Total,Total,Total,Total,Total,5,394
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,884,E06000019,"Herefordshire, County of",Total,Total,Total,Total,Total,Total,Total,109,25282
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,894,E06000020,Telford and Wrekin,Total,Independent school,Total,Total,Total,Total,Total,8,971
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,894,E06000020,Telford and Wrekin,Total,State-funded AP school,Total,Total,Total,Total,Total,2,66
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,894,E06000020,Telford and Wrekin,Total,State-funded nursery,Total,Total,Total,Total,Total,2,137
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,894,E06000020,Telford and Wrekin,Total,State-funded primary,Total,Total,Total,Total,Total,54,17417
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,894,E06000020,Telford and Wrekin,Total,State-funded secondary,Total,Total,Total,Total,Total,13,13763
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,894,E06000020,Telford and Wrekin,Total,State-funded special school,Total,Total,Total,Total,Total,4,699
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,894,E06000020,Telford and Wrekin,Total,Total,Total,Total,Total,Total,Total,83,33053
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,861,E06000021,Stoke-on-Trent,Total,Independent school,Total,Total,Total,Total,Total,13,623
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,861,E06000021,Stoke-on-Trent,Total,State-funded AP school,Total,Total,Total,Total,Total,1,2
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,861,E06000021,Stoke-on-Trent,Total,State-funded nursery,Total,Total,Total,Total,Total,1,58
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,861,E06000021,Stoke-on-Trent,Total,State-funded primary,Total,Total,Total,Total,Total,71,24788
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,861,E06000021,Stoke-on-Trent,Total,State-funded secondary,Total,Total,Total,Total,Total,14,15444
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,861,E06000021,Stoke-on-Trent,Total,State-funded special school,Total,Total,Total,Total,Total,4,904
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,861,E06000021,Stoke-on-Trent,Total,Total,Total,Total,Total,Total,Total,104,41819
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,893,E06000051,Shropshire,Total,Independent school,Total,Total,Total,Total,Total,32,4932
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,893,E06000051,Shropshire,Total,State-funded AP school,Total,Total,Total,Total,Total,1,57
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,893,E06000051,Shropshire,Total,State-funded primary,Total,Total,Total,Total,Total,126,22861
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,893,E06000051,Shropshire,Total,State-funded secondary,Total,Total,Total,Total,Total,20,16582
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,893,E06000051,Shropshire,Total,State-funded special school,Total,Total,Total,Total,Total,3,501
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,893,E06000051,Shropshire,Total,Total,Total,Total,Total,Total,Total,182,44933
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,330,E08000025,Birmingham,Total,Independent school,Total,Total,Total,Total,Total,56,8362
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,330,E08000025,Birmingham,Total,State-funded AP school,Total,Total,Total,Total,Total,7,359
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,330,E08000025,Birmingham,Total,State-funded nursery,Total,Total,Total,Total,Total,27,3020
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,330,E08000025,Birmingham,Total,State-funded primary,Total,Total,Total,Total,Total,295,111590
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,330,E08000025,Birmingham,Total,State-funded secondary,Total,Total,Total,Total,Total,90,87476
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,330,E08000025,Birmingham,Total,State-funded special school,Total,Total,Total,Total,Total,27,4730
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,330,E08000025,Birmingham,Total,Total,Total,Total,Total,Total,Total,502,215537
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,331,E08000026,Coventry,Total,Independent school,Total,Total,Total,Total,Total,7,2242
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,331,E08000026,Coventry,Total,State-funded AP school,Total,Total,Total,Total,Total,2,82
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,331,E08000026,Coventry,Total,State-funded nursery,Total,Total,Total,Total,Total,1,153
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,331,E08000026,Coventry,Total,State-funded primary,Total,Total,Total,Total,Total,85,33594
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,331,E08000026,Coventry,Total,State-funded secondary,Total,Total,Total,Total,Total,22,25088
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,331,E08000026,Coventry,Total,State-funded special school,Total,Total,Total,Total,Total,8,1218
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,331,E08000026,Coventry,Total,Total,Total,Total,Total,Total,Total,125,62377
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,332,E08000027,Dudley,Total,Independent school,Total,Total,Total,Total,Total,6,464
202223,Academic year,Local authority,E92000001,England,West Midlands,E12000005,332,E08000027,Dudley,Total,State-funded AP school,Total,Total,Total,Total,Total,2,18
