time_period,time_identifier,geographic_level,country_code,country_name,region_name,region_code,old_la_code,new_la_code,la_name,sex_of_school_description,phase_type_grouping,type_of_establishment,denomination,admissions_policy,urban_rural,academy_flag,number_of_schools,headcount_of_pupils
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,811,E06000011,East Riding of Yorkshire,Total,State-funded secondary,Total,Total,Total,Total,Total,18,19705
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,811,E06000011,East Riding of Yorkshire,Total,State-funded special school,Total,Total,Total,Total,Total,3,432
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,811,E06000011,East Riding of Yorkshire,Total,Total,Total,Total,Total,Total,Total,156,46535
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,812,E06000012,North East Lincolnshire,Total,Independent school,Total,Total,Total,Total,Total,5,413
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,812,E06000012,North East Lincolnshire,Total,State-funded AP school,Total,Total,Total,Total,Total,2,65
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,812,E06000012,North East Lincolnshire,Total,State-funded nursery,Total,Total,Total,Total,Total,2,81
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,812,E06000012,North East Lincolnshire,Total,State-funded primary,Total,Total,Total,Total,Total,47,14096
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,812,E06000012,North East Lincolnshire,Total,State-funded secondary,Total,Total,Total,Total,Total,10,9375
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,812,E06000012,North East Lincolnshire,Total,State-funded special school,Total,Total,Total,Total,Total,2,352
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,812,E06000012,North East Lincolnshire,Total,Total,Total,Total,Total,Total,Total,68,24382
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,813,E06000013,North Lincolnshire,Total,Independent school,Total,Total,Total,Total,Total,7,394
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,813,E06000013,North Lincolnshire,Total,State-funded AP school,Total,Total,Total,Total,Total,1,8
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,813,E06000013,North Lincolnshire,Total,State-funded primary,Total,Total,Total,Total,Total,62,13642
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,813,E06000013,North Lincolnshire,Total,State-funded secondary,Total,Total,Total,Total,Total,14,10418
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,813,E06000013,North Lincolnshire,Total,State-funded special school,Total,Total,Total,Total,Total,3,374
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,813,E06000013,North Lincolnshire,Total,Total,Total,Total,Total,Total,Total,87,24836
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,816,E06000014,York,Total,Independent school,Total,Total,Total,Total,Total,5,2476
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,816,E06000014,York,Total,State-funded AP school,Total,Total,Total,Total,Total,1,160
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,816,E06000014,York,Total,State-funded nursery,Total,Total,Total,Total,Total,1,71
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,816,E06000014,York,Total,State-funded primary,Total,Total,Total,Total,Total,50,13654
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,816,E06000014,York,Total,State-funded secondary,Total,Total,Total,Total,Total,9,11411
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,816,E06000014,York,Total,State-funded special school,Total,Total,Total,Total,Total,2,335
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,816,E06000014,York,Total,Total,Total,Total,Total,Total,Total,68,28107
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,815,E06000065,North Yorkshire,Total,Independent school,Total,Total,Total,Total,Total,25,6312
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,815,E06000065,North Yorkshire,Total,Non-maintained special school,Total,Total,Total,Total,Total,1,69
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,815,E06000065,North Yorkshire,Total,State-funded AP school,Total,Total,Total,Total,Total,5,70
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,815,E06000065,North Yorkshire,Total,State-funded nursery,Total,Total,Total,Total,Total,3,179
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,815,E06000065,North Yorkshire,Total,State-funded primary,Total,Total,Total,Total,Total,297,43624
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,815,E06000065,North Yorkshire,Total,State-funded secondary,Total,Total,Total,Total,Total,43,37165
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,815,E06000065,North Yorkshire,Total,State-funded special school,Total,Total,Total,Total,Total,10,1266
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,815,E06000065,North Yorkshire,Total,Total,Total,Total,Total,Total,Total,384,88685
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,370,E08000016,Barnsley,Total,Independent school,Total,Total,Total,Total,Total,3,182
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,370,E08000016,Barnsley,Total,State-funded AP school,Total,Total,Total,Total,Total,1,36
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,370,E08000016,Barnsley,Total,State-funded primary,Total,Total,Total,Total,Total,77,20974
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,370,E08000016,Barnsley,Total,State-funded secondary,Total,Total,Total,Total,Total,11,13811
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,370,E08000016,Barnsley,Total,State-funded special school,Total,Total,Total,Total,Total,2,453
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,370,E08000016,Barnsley,Total,Total,Total,Total,Total,Total,Total,94,35456
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,371,E08000017,Doncaster,Total,Independent school,Total,Total,Total,Total,Total,5,963
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,371,E08000017,Doncaster,Total,Non-maintained special school,Total,Total,Total,Total,Total,1,40
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,371,E08000017,Doncaster,Total,State-funded AP school,Total,Total,Total,Total,Total,3,45
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,371,E08000017,Doncaster,Total,State-funded primary,Total,Total,Total,Total,Total,98,28452
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,371,E08000017,Doncaster,Total,State-funded secondary,Total,Total,Total,Total,Total,20,19397
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,371,E08000017,Doncaster,Total,State-funded special school,Total,Total,Total,Total,Total,6,771
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,371,E08000017,Doncaster,Total,Total,Total,Total,Total,Total,Total,133,49668
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,372,E08000018,Rotherham,Total,Independent school,Total,Total,Total,Total,Total,2,84
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,372,E08000018,Rotherham,Total,State-funded AP school,Total,Total,Total,Total,Total,1,114
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,372,E08000018,Rotherham,Total,State-funded nursery,Total,Total,Total,Total,Total,3,463
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,372,E08000018,Rotherham,Total,State-funded primary,Total,Total,Total,Total,Total,96,24647
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,372,E08000018,Rotherham,Total,State-funded secondary,Total,Total,Total,Total,Total,16,19215
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,372,E08000018,Rotherham,Total,State-funded special school,Total,Total,Total,Total,Total,7,1194
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,372,E08000018,Rotherham,Total,Total,Total,Total,Total,Total,Total,125,45717
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,373,E08000019,Sheffield,Total,Independent school,Total,Total,Total,Total,Total,9,2437
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,373,E08000019,Sheffield,Total,Non-maintained special school,Total,Total,Total,Total,Total,1,54
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,373,E08000019,Sheffield,Total,State-funded AP school,Total,Total,Total,Total,Total,1,262
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,373,E08000019,Sheffield,Total,State-funded nursery,Total,Total,Total,Total,Total,2,196
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,373,E08000019,Sheffield,Total,State-funded primary,Total,Total,Total,Total,Total,133,47021
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,373,E08000019,Sheffield,Total,State-funded secondary,Total,Total,Total,Total,Total,31,36371
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,373,E08000019,Sheffield,Total,State-funded special school,Total,Total,Total,Total,Total,12,1669
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,373,E08000019,Sheffield,Total,Total,Total,Total,Total,Total,Total,189,88010
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,380,E08000032,Bradford,Total,Independent school,Total,Total,Total,Total,Total,16,3112
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,380,E08000032,Bradford,Total,State-funded AP school,Total,Total,Total,Total,Total,3,153
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,380,E08000032,Bradford,Total,State-funded nursery,Total,Total,Total,Total,Total,7,906
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,380,E08000032,Bradford,Total,State-funded primary,Total,Total,Total,Total,Total,156,56391
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,380,E08000032,Bradford,Total,State-funded secondary,Total,Total,Total,Total,Total,36,41890
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,380,E08000032,Bradford,Total,State-funded special school,Total,Total,Total,Total,Total,8,1510
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,380,E08000032,Bradford,Total,Total,Total,Total,Total,Total,Total,226,103962
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,381,E08000033,Calderdale,Total,Independent school,Total,Total,Total,Total,Total,13,1232
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,381,E08000033,Calderdale,Total,Non-maintained special school,Total,Total,Total,Total,Total,1,87
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,381,E08000033,Calderdale,Total,State-funded AP school,Total,Total,Total,Total,Total,1,66
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,381,E08000033,Calderdale,Total,State-funded primary,Total,Total,Total,Total,Total,82,18305
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,381,E08000033,Calderdale,Total,State-funded secondary,Total,Total,Total,Total,Total,14,16976
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,381,E08000033,Calderdale,Total,State-funded special school,Total,Total,Total,Total,Total,3,508
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,381,E08000033,Calderdale,Total,Total,Total,Total,Total,Total,Total,114,37174
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,382,E08000034,Kirklees,Total,Independent school,Total,Total,Total,Total,Total,13,1761
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,382,E08000034,Kirklees,Total,Non-maintained special school,Total,Total,Total,Total,Total,1,38
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,382,E08000034,Kirklees,Total,State-funded AP school,Total,Total,Total,Total,Total,3,85
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,382,E08000034,Kirklees,Total,State-funded nursery,Total,Total,Total,Total,Total,1,92
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,382,E08000034,Kirklees,Total,State-funded primary,Total,Total,Total,Total,Total,143,37271
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,382,E08000034,Kirklees,Total,State-funded secondary,Total,Total,Total,Total,Total,27,28697
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,382,E08000034,Kirklees,Total,State-funded special school,Total,Total,Total,Total,Total,6,852
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,382,E08000034,Kirklees,Total,Total,Total,Total,Total,Total,Total,194,68796
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,383,E08000035,Leeds,Total,Independent school,Total,Total,Total,Total,Total,15,4779
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,383,E08000035,Leeds,Total,Non-maintained special school,Total,Total,Total,Total,Total,1,75
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,383,E08000035,Leeds,Total,State-funded AP school,Total,Total,Total,Total,Total,2,7
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,383,E08000035,Leeds,Total,State-funded primary,Total,Total,Total,Total,Total,222,73505
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,383,E08000035,Leeds,Total,State-funded secondary,Total,Total,Total,Total,Total,47,56309
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,383,E08000035,Leeds,Total,State-funded special school,Total,Total,Total,Total,Total,9,2124
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,383,E08000035,Leeds,Total,Total,Total,Total,Total,Total,Total,296,136799
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,384,E08000036,Wakefield,Total,Independent school,Total,Total,Total,Total,Total,13,3282
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,384,E08000036,Wakefield,Total,State-funded AP school,Total,Total,Total,Total,Total,3,213
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,384,E08000036,Wakefield,Total,State-funded nursery,Total,Total,Total,Total,Total,3,266
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,384,E08000036,Wakefield,Total,State-funded primary,Total,Total,Total,Total,Total,113,32428
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,384,E08000036,Wakefield,Total,State-funded secondary,Total,Total,Total,Total,Total,19,21764
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,384,E08000036,Wakefield,Total,State-funded special school,Total,Total,Total,Total,Total,4,672
202324,Academic year,Local authority,E92000001,England,Yorkshire and The Humber,E12000003,384,E08000036,Wakefield,Total,Total,Total,Total,Total,Total,Total,155,58625
202324,Academic year,National,E92000001,England,,,,,,Total,Independent school,Total,Total,Total,Total,Total,2421,593486
202324,Academic year,National,E92000001,England,,,,,,Total,Non-maintained special school,Total,Total,Total,Total,Total,52,4120
202324,Academic year,National,E92000001,England,,,,,,Total,State-funded AP school,Total,Total,Total,Total,Total,333,15866
202324,Academic year,National,E92000001,England,,,,,,Total,State-funded nursery,Total,Total,Total,Total,Total,381,36726
202324,Academic year,National,E92000001,England,,,,,,Total,State-funded primary,Total,Total,Total,Total,Total,16764,4614990
202324,Academic year,National,E92000001,England,,,,,,Total,State-funded secondary,Total,Total,Total,Total,Total,3452,3669933
202324,Academic year,National,E92000001,England,,,,,,Total,State-funded special school,Total,Total,Total,Total,Total,1050,156952
202324,Academic year,National,E92000001,England,,,,,,Total,Total,Total,Total,Total,Total,Total,24453,9092073
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,831,E06000015,Derby,Total,Independent school,Total,Total,Total,Total,Total,7,1186
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,831,E06000015,Derby,Total,Non-maintained special school,Total,Total,Total,Total,Total,1,103
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,831,E06000015,Derby,Total,State-funded AP school,Total,Total,Total,Total,Total,3,61
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,831,E06000015,Derby,Total,State-funded nursery,Total,Total,Total,Total,Total,7,528
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,831,E06000015,Derby,Total,State-funded primary,Total,Total,Total,Total,Total,73,24692
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,831,E06000015,Derby,Total,State-funded secondary,Total,Total,Total,Total,Total,16,18994
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,831,E06000015,Derby,Total,State-funded special school,Total,Total,Total,Total,Total,6,860
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,831,E06000015,Derby,Total,Total,Total,Total,Total,Total,Total,113,46424
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,856,E06000016,Leicester,Total,Independent school,Total,Total,Total,Total,Total,13,2295
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,856,E06000016,Leicester,Total,State-funded AP school,Total,Total,Total,Total,Total,2,44
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,856,E06000016,Leicester,Total,State-funded primary,Total,Total,Total,Total,Total,82,34912
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,856,E06000016,Leicester,Total,State-funded secondary,Total,Total,Total,Total,Total,22,24176
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,856,E06000016,Leicester,Total,State-funded special school,Total,Total,Total,Total,Total,8,1338
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,856,E06000016,Leicester,Total,Total,Total,Total,Total,Total,Total,127,62765
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,857,E06000017,Rutland,Total,Independent school,Total,Total,Total,Total,Total,6,2138
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,857,E06000017,Rutland,Total,State-funded primary,Total,Total,Total,Total,Total,17,2813
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,857,E06000017,Rutland,Total,State-funded secondary,Total,Total,Total,Total,Total,4,3284
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,857,E06000017,Rutland,Total,State-funded special school,Total,Total,Total,Total,Total,1,8
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,857,E06000017,Rutland,Total,Total,Total,Total,Total,Total,Total,28,8243
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,892,E06000018,Nottingham,Total,Independent school,Total,Total,Total,Total,Total,10,2711
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,892,E06000018,Nottingham,Total,Non-maintained special school,Total,Total,Total,Total,Total,1,54
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,892,E06000018,Nottingham,Total,State-funded AP school,Total,Total,Total,Total,Total,5,296
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,892,E06000018,Nottingham,Total,State-funded nursery,Total,Total,Total,Total,Total,1,100
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,892,E06000018,Nottingham,Total,State-funded primary,Total,Total,Total,Total,Total,75,28575
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,892,E06000018,Nottingham,Total,State-funded secondary,Total,Total,Total,Total,Total,19,19308
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,892,E06000018,Nottingham,Total,State-funded special school,Total,Total,Total,Total,Total,5,637
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,892,E06000018,Nottingham,Total,Total,Total,Total,Total,Total,Total,116,51681
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,940,E06000061,North Northamptonshire,Total,Independent school,Total,Total,Total,Total,Total,7,2394
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,940,E06000061,North Northamptonshire,Total,State-funded nursery,Total,Total,Total,Total,Total,4,456
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,940,E06000061,North Northamptonshire,Total,State-funded primary,Total,Total,Total,Total,Total,112,30512
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,940,E06000061,North Northamptonshire,Total,State-funded secondary,Total,Total,Total,Total,Total,20,24193
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,940,E06000061,North Northamptonshire,Total,State-funded special school,Total,Total,Total,Total,Total,8,1195
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,940,E06000061,North Northamptonshire,Total,Total,Total,Total,Total,Total,Total,151,58750
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,941,E06000062,West Northamptonshire,Total,Independent school,Total,Total,Total,Total,Total,17,2936
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,941,E06000062,West Northamptonshire,Total,State-funded AP school,Total,Total,Total,Total,Total,3,135
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,941,E06000062,West Northamptonshire,Total,State-funded nursery,Total,Total,Total,Total,Total,5,343
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,941,E06000062,West Northamptonshire,Total,State-funded primary,Total,Total,Total,Total,Total,148,35451
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,941,E06000062,West Northamptonshire,Total,State-funded secondary,Total,Total,Total,Total,Total,22,30795
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,941,E06000062,West Northamptonshire,Total,State-funded special school,Total,Total,Total,Total,Total,8,1169
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,941,E06000062,West Northamptonshire,Total,Total,Total,Total,Total,Total,Total,203,70829
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,830,E10000007,Derbyshire,Total,Independent school,Total,Total,Total,Total,Total,28,4085
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,830,E10000007,Derbyshire,Total,State-funded AP school,Total,Total,Total,Total,Total,3,225
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,830,E10000007,Derbyshire,Total,State-funded nursery,Total,Total,Total,Total,Total,8,611
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,830,E10000007,Derbyshire,Total,State-funded primary,Total,Total,Total,Total,Total,354,61311
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,830,E10000007,Derbyshire,Total,State-funded secondary,Total,Total,Total,Total,Total,45,46049
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,830,E10000007,Derbyshire,Total,State-funded special school,Total,Total,Total,Total,Total,10,1208
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,830,E10000007,Derbyshire,Total,Total,Total,Total,Total,Total,Total,448,113489
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,855,E10000018,Leicestershire,Total,Independent school,Total,Total,Total,Total,Total,33,6760
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,855,E10000018,Leicestershire,Total,State-funded AP school,Total,Total,Total,Total,Total,1,3
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,855,E10000018,Leicestershire,Total,State-funded nursery,Total,Total,Total,Total,Total,2,110
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,855,E10000018,Leicestershire,Total,State-funded primary,Total,Total,Total,Total,Total,228,54862
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,855,E10000018,Leicestershire,Total,State-funded secondary,Total,Total,Total,Total,Total,46,44237
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,855,E10000018,Leicestershire,Total,State-funded special school,Total,Total,Total,Total,Total,8,1741
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,855,E10000018,Leicestershire,Total,Total,Total,Total,Total,Total,Total,318,107713
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,925,E10000019,Lincolnshire,Total,Independent school,Total,Total,Total,Total,Total,25,3997
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,925,E10000019,Lincolnshire,Total,State-funded AP school,Total,Total,Total,Total,Total,5,174
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,925,E10000019,Lincolnshire,Total,State-funded nursery,Total,Total,Total,Total,Total,5,455
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,925,E10000019,Lincolnshire,Total,State-funded primary,Total,Total,Total,Total,Total,280,56717
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,925,E10000019,Lincolnshire,Total,State-funded secondary,Total,Total,Total,Total,Total,54,49843
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,925,E10000019,Lincolnshire,Total,State-funded special school,Total,Total,Total,Total,Total,18,2158
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,925,E10000019,Lincolnshire,Total,Total,Total,Total,Total,Total,Total,387,113344
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,891,E10000024,Nottinghamshire,Total,Independent school,Total,Total,Total,Total,Total,19,1566
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,891,E10000024,Nottinghamshire,Total,Non-maintained special school,Total,Total,Total,Total,Total,1,77
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,891,E10000024,Nottinghamshire,Total,State-funded primary,Total,Total,Total,Total,Total,284,71936
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,891,E10000024,Nottinghamshire,Total,State-funded secondary,Total,Total,Total,Total,Total,45,54467
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,891,E10000024,Nottinghamshire,Total,State-funded special school,Total,Total,Total,Total,Total,11,1198
202223,Academic year,Local authority,E92000001,England,East Midlands,E12000004,891,E10000024,Nottinghamshire,Total,Total,Total,Total,Total,Total,Total,360,129244
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,874,E06000031,Peterborough,Total,Independent school,Total,Total,Total,Total,Total,4,652
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,874,E06000031,Peterborough,Total,State-funded AP school,Total,Total,Total,Total,Total,1,98
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,874,E06000031,Peterborough,Total,State-funded nursery,Total,Total,Total,Total,Total,1,136
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,874,E06000031,Peterborough,Total,State-funded primary,Total,Total,Total,Total,Total,60,21319
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,874,E06000031,Peterborough,Total,State-funded secondary,Total,Total,Total,Total,Total,15,18649
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,874,E06000031,Peterborough,Total,State-funded special school,Total,Total,Total,Total,Total,5,692
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,874,E06000031,Peterborough,Total,Total,Total,Total,Total,Total,Total,86,41546
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,821,E06000032,Luton,Total,Independent school,Total,Total,Total,Total,Total,7,841
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,821,E06000032,Luton,Total,State-funded AP school,Total,Total,Total,Total,Total,1,60
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,821,E06000032,Luton,Total,State-funded nursery,Total,Total,Total,Total,Total,6,794
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,821,E06000032,Luton,Total,State-funded primary,Total,Total,Total,Total,Total,46,23155
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,821,E06000032,Luton,Total,State-funded secondary,Total,Total,Total,Total,Total,13,15940
202223,Academic year,Local authority,E92000001,England,East of England,E12000006,821,E06000032,Luton,Total,State-funded special school,Total,Total,Total,Total,Total,4,784
